Country,Year,Consumtion,Unit,Commodity,Source,iso3
Canada,1965,21.6684225,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1965,8.06468860038721,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1965,415.9206101591464,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1965,4.123400000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,1965,0.051342153075221234,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,1965,0.61778,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,1965,0.895125,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,1965,0.36575,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1965,1.1427749999999999,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1965,7.518030000000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,1965,0.0029250000000000005,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,1965,0.053886699999999996,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,1965,1.7528646900209428,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,1965,0.0735,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,1965,0.05627249999999999,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1965,0.42905,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1965,5.004699520999999,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1965,3.0975673611847245,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1965,1.3597250000000003,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1965,7.374699999999999,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1965,1.5,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1965,1.7132,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1965,14.049027024999997,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1965,0.2985300000000001,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1965,0.8594570000000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1965,0.7813278936657839,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1965,0.47309999999999997,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1965,0.07299219876738682,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1965,1.7261499999999999,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1965,0.08383500000000002,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1965,0.6004,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1965,0.74305,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1965,0.0471625,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1965,0.05145000000000001,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1965,0.010775,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1965,0.09555543000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1965,0.009199999999999998,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1965,0.0029474999999999996,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,1965,1.1086529006882988,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
India,1965,0.23725200000000002,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1965,0.5075000000000001,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,1965,1.8261499999999997,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,1965,1.477115,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,1965,0.23071750000000005,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1965,0.0,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1966,23.722488750000004,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1966,8.511341832118887,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1966,448.2756123454993,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1966,4.465720000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,1966,0.06004026095132742,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,1966,0.64515,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,1966,0.9336249999999999,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,1966,0.3821125,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1966,1.342375,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1966,7.8832200000000014,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,1966,0.0029250000000000005,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,1966,0.06781110000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,1966,1.8821034226337727,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,1966,0.13265,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,1966,0.0839475,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1966,0.44902500000000006,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1966,5.279650166000001,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1966,3.7229922215155336,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1966,1.685625,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1966,8.052125,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1966,2.861111111111111,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1966,2.036575,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1966,15.146650425,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1966,0.33201,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1966,0.8385230000000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1966,0.8191686293017447,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1966,0.57665,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1966,0.09462648448452467,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1966,2.261,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1966,0.08487000000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1966,0.722,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1966,0.7719250000000001,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1966,0.0539,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1966,0.05145000000000001,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1966,0.0009250000000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1966,0.010775,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1966,0.17163412,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1966,0.009199999999999998,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1966,0.0039299999999999995,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,1966,1.3505408062930184,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
India,1966,0.2663270000000001,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1966,0.5176499999999999,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,1966,1.8739750000000002,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,1966,1.669165,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,1966,0.25892750000000003,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1966,0.0,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1967,25.19172,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1967,7.3196508135648175,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1967,473.31884008562855,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1967,4.669945000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,1967,0.06787159933628317,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,1967,0.5718375,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,1967,1.1549999999999998,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,1967,0.3570875,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1967,1.4816,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1967,8.638020000000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,1967,0.0029250000000000005,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,1967,0.07117546000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,1967,1.8031683717675755,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,1967,0.5055499999999999,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,1967,0.25553250000000005,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1967,0.5393749999999999,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1967,6.0339254460000005,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1967,4.798864854598777,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1967,2.163475,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1967,8.795325,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1967,5.055555555555556,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1967,2.488775,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1967,16.69824055,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1967,0.39804000000000006,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1967,1.4107190000000003,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1967,0.8587943052978926,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1967,0.4598,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1967,0.10596768768034101,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1967,2.5726000000000004,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1967,0.116955,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1967,0.8697250000000001,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1967,0.44265,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1967,0.748825,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1967,0.0539,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1967,0.05145000000000001,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1967,0.0009250000000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1967,0.016525,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1967,0.17655946,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1967,0.009199999999999998,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1967,0.0039299999999999995,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,1967,1.4714847590953783,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
India,1967,0.355878,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1967,0.632345,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,1967,1.9385999999999999,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,1967,1.9472199999999997,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,1967,0.33449000000000007,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1967,0.0,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1968,28.052077500000003,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1968,7.859208706966402,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1968,506.68149974042245,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1968,5.199957500000002,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,1968,0.07172897701327431,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,1968,0.48875,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,1968,1.1771375000000002,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,1968,0.39751250000000005,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1968,1.5545500000000003,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1968,8.916630000000001,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,1968,0.0029250000000000005,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,1968,0.06604667,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,1968,1.9228969602554535,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,1968,1.2299,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,1968,0.39113999999999993,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1968,0.665125,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1968,7.2156497459999995,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1968,7.886973994833319,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1968,2.7229,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1968,10.329350000000002,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1968,8.5,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1968,3.4192,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1968,17.6687901,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1968,0.89115,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1968,3.185457000000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1968,0.9173318765968321,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1968,0.46075,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1968,0.13598693879343787,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1968,3.17205,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1968,0.5319900000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1968,1.04595,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1968,0.585,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1968,0.787325,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1968,0.0539,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1968,0.05145000000000001,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1968,0.0009250000000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1968,0.024375,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1968,0.14338947999999999,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1968,0.010350000000000002,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1968,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1968,0.0304575,billion cubic metres,gas,Energy Institute Statistical Review,AUS
