Country,Year,Consumtion,Unit,Commodity,Source,iso3
Croatia,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1984,3.9960250000000004,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1984,0.1178025,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1984,0.7467777777777779,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1984,26.699200340000004,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1984,58.830134310134305,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1984,0.08845,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1984,10.05655,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1984,2.0395375000000002,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1984,30.687525,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1984,0.293076,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1984,36.361111111111114,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1984,1.1816080000000002,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1984,10.23515,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1984,35.1239488,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1984,3.4059,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1984,2.2563400000000002,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1984,1.26725,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1984,0.036385,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1984,50.41721300000001,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1984,8.978871549688053,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1984,0.5605,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1984,0.05329290506470106,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1984,4.1572000000000005,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1984,1.3006500000000003,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1984,6.13755,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1984,17.29,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1984,7.975499999999999,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1984,15.525125,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1984,3.8692499999999996,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1984,0.081077382,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1984,0.21352566125433614,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1984,0.0004,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1984,0.36145000000000005,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1984,2.6476499999999996,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1984,3.2918,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1984,12.5317263767697,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1984,2.2700662951312505,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,1984,12.527777777777775,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
India,1984,3.5340593750000004,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1984,10.60675,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,1984,37.398093959238636,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,1984,4.782256,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,1984,2.7045173408221768,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,1984,7.2144,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,1984,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,1984,1.3941780231599998,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,1984,2.4690490000000005,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1984,0.055005000000000005,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1985,56.7600465,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1985,27.52785086608432,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1985,466.9540573963206,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1985,15.569725000000002,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,1985,2.5739505707964594,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,1985,0.7907975,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,1985,3.643225,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,1985,0.18608000000000002,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,1985,0.5313000000000001,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1985,4.2152,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1985,19.231305000000003,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,1985,0.031803,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,1985,0.36401900000000004,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,1985,5.399160455612757,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,1985,8.586400000000001,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,1985,5.365800000000001,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1985,4.90635,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1985,0.67137,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1985,1.048623402163225,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1985,0.9475555555555557,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1985,28.579150298000002,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1985,58.149142401721164,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1985,0.083125,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1985,10.266750000000002,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1985,2.1001749999999997,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1985,31.190075,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1985,2.1104965585054076,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1985,4.079189776894016,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1985,0.3209822000000001,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1985,38.333333333333336,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1985,1.245573,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1985,10.380825,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1985,32.65890027499999,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1985,3.4997999999999996,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1985,2.3937000000000004,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1985,0.07138415010587004,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1985,1.32675,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1985,0.04691750000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1985,84.99149459193706,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1985,54.222549,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1985,13.281376499999999,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1985,8.653183874139625,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1985,9.023374999999998,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1985,356.0847891773598,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1985,8.175098328416912,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1985,31.13786873156341,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1985,9.686438076609015,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1985,0.8074999999999999,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1985,0.05014854304121642,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1985,3.9899999999999998,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1985,1.6559725000000003,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1985,5.651100000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1985,17.86,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1985,9.867,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1985,15.38075,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1985,4.745125,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1985,0.09162346600000001,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1985,0.20160123917206488,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1985,0.000375,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1985,0.41035,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1985,2.508,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1985,4.54645,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1985,13.395262335036099,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1985,2.5780474349437505,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,1985,13.031710914454276,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
India,1985,4.322828125,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1985,12.545399999999999,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,1985,40.0597673248652,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,1985,4.618273,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,1985,3.448909182346811,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,1985,7.364700000000001,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,1985,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,1985,1.2498919982099999,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,1985,3.245933,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1985,0.03425750000000001,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1986,54.62539875,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1986,24.492164669451327,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1986,437.6203922787193,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1986,16.824250000000003,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,1986,2.9987183097345125,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,1986,0.72335,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,1986,3.7070750000000006,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,1986,0.18491700000000003,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,1986,0.56354375,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1986,4.3134500000000005,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1986,21.172140000000006,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,1986,0.03151500000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,1986,0.42100600000000005,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,1986,5.242126503535625,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,1986,7.7095,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,1986,5.32855,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1986,5.1846,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1986,1.1967900000000002,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1986,0.9530358898721728,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1986,1.1472222222222226,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1986,28.741524869,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1986,57.98007670223667,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1986,0.11387499999999999,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1986,10.890225000000001,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1986,1.4812875,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1986,32.97765,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1986,2.2070304818092428,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1986,4.0878458825213775,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1986,0.31368715,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1986,38.22222222222223,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1986,1.3723400000000001,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1986,11.001725,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1986,33.2454658,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1986,3.7484,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1986,2.8199200000000006,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1986,0.18797676917778514,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1986,1.3587500000000001,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1986,0.400235,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1986,89.69657694198622,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1986,55.125037000000006,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1986,14.756868,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1986,8.818871189773843,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1986,10.9256,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1986,360.2143180525073,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1986,13.242182890855455,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1986,30.017318092428706,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1986,9.30547470859912,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1986,1.4725,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1986,0.037597969836367505,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1986,5.4435,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1986,1.935895,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1986,6.003000000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1986,23.94,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1986,11.982750000000001,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1986,16.84375,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1986,5.467,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1986,0.08869968400000001,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1986,0.2115205760465521,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1986,0.00025,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1986,0.4678,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1986,2.92505,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1986,5.32305,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1986,14.632928125250302,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1986,2.9070149002125,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,1986,13.868239921337263,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
India,1986,6.040024375,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1986,13.52995,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,1986,40.76181140256826,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,1986,7.166406,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,1986,4.1616956064237245,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,1986,7.8991,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SGP
South Korea,1986,0.0711756,billion cubic metres,gas,Energy Institute Statistical Review,KOR
Sri Lanka,1986,0.0,billion cubic metres,gas,Energy Institute Statistical Review,LKA
Taiwan,1986,1.1388483279,billion cubic metres,gas,Energy Institute Statistical Review,TWN
Thailand,1986,3.4872526641544015,billion cubic metres,gas,Energy Institute Statistical Review,THA
Vietnam,1986,0.035705,billion cubic metres,gas,Energy Institute Statistical Review,VNM
Canada,1987,55.28691,billion cubic metres,gas,Energy Institute Statistical Review,CAN
Mexico,1987,24.924323574994624,billion cubic metres,gas,Energy Institute Statistical Review,MEX
United States,1987,465.27438210255315,billion cubic metres,gas,Energy Institute Statistical Review,USA
Argentina,1987,16.833975000000002,billion cubic metres,gas,Energy Institute Statistical Review,ARG
Brazil,1987,3.347453637168141,billion cubic metres,gas,Energy Institute Statistical Review,BRA
Chile,1987,0.7018449999999999,billion cubic metres,gas,Energy Institute Statistical Review,CHL
Colombia,1987,3.763625,billion cubic metres,gas,Energy Institute Statistical Review,COL
Ecuador,1987,0.17212400000000003,billion cubic metres,gas,Energy Institute Statistical Review,ECU
Peru,1987,0.560175,billion cubic metres,gas,Energy Institute Statistical Review,PER
Trinidad and Tobago,1987,4.56935,billion cubic metres,gas,Energy Institute Statistical Review,TTO
Venezuela,1987,20.631570000000004,billion cubic metres,gas,Energy Institute Statistical Review,VEN
Central America,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Other Caribbean,1987,0.04488500000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Other South America,1987,0.50009,billion cubic metres,gas,Energy Institute Statistical Review,
Austria,1987,5.468577822773515,billion cubic metres,gas,Energy Institute Statistical Review,AUT
Belgium,1987,8.50165,billion cubic metres,gas,Energy Institute Statistical Review,BEL
Bulgaria,1987,5.9423,billion cubic metres,gas,Energy Institute Statistical Review,BGR
Croatia,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,HRV
Cyprus,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,CYP
Czech Republic,1987,5.6556,billion cubic metres,gas,Energy Institute Statistical Review,CZE
Denmark,1987,1.5189225000000002,billion cubic metres,gas,Energy Institute Statistical Review,DNK
Estonia,1987,1.0325344149459192,billion cubic metres,gas,Energy Institute Statistical Review,EST
Finland,1987,1.5172222222222227,billion cubic metres,gas,Energy Institute Statistical Review,FIN
France,1987,29.081600025,billion cubic metres,gas,Energy Institute Statistical Review,FRA
Germany,1987,62.86170099014953,billion cubic metres,gas,Energy Institute Statistical Review,DEU
Greece,1987,0.13,billion cubic metres,gas,Energy Institute Statistical Review,GRC
Hungary,1987,10.811625000000001,billion cubic metres,gas,Energy Institute Statistical Review,HUN
Iceland,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,ISL
Ireland,1987,1.4755125000000002,billion cubic metres,gas,Energy Institute Statistical Review,IRL
Italy,1987,36.5805,billion cubic metres,gas,Energy Institute Statistical Review,ITA
Latvia,1987,2.2955199115044245,billion cubic metres,gas,Energy Institute Statistical Review,LVA
Lithuania,1987,4.269624100695965,billion cubic metres,gas,Energy Institute Statistical Review,LTU
Luxembourg,1987,0.35745745,billion cubic metres,gas,Energy Institute Statistical Review,LUX
Netherlands,1987,39.44444444444444,billion cubic metres,gas,Energy Institute Statistical Review,NLD
North Macedonia,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,MKD
Norway,1987,1.5107370000000002,billion cubic metres,gas,Energy Institute Statistical Review,NOR
Poland,1987,11.358325,billion cubic metres,gas,Energy Institute Statistical Review,POL
Portugal,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PRT
Romania,1987,32.646929549999996,billion cubic metres,gas,Energy Institute Statistical Review,ROU
Slovakia,1987,3.95915,billion cubic metres,gas,Energy Institute Statistical Review,SVK
Slovenia,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SVN
Spain,1987,3.0188900000000003,billion cubic metres,gas,Energy Institute Statistical Review,ESP
Sweden,1987,0.25105366718538735,billion cubic metres,gas,Energy Institute Statistical Review,SWE
Switzerland,1987,1.45675,billion cubic metres,gas,Energy Institute Statistical Review,CHE
Turkey,1987,0.49981500000000006,billion cubic metres,gas,Energy Institute Statistical Review,
Ukraine,1987,91.6390855457227,billion cubic metres,gas,Energy Institute Statistical Review,UKR
United Kingdom,1987,56.616003,billion cubic metres,gas,Energy Institute Statistical Review,GBR
Azerbaijan,1987,14.574750749999998,billion cubic metres,gas,Energy Institute Statistical Review,AZE
Belarus,1987,9.954344149459192,billion cubic metres,gas,Energy Institute Statistical Review,BLR
Kazakhstan,1987,11.413349999999998,billion cubic metres,gas,Energy Institute Statistical Review,KAZ
Russian Federation,1987,380.996692777581,billion cubic metres,gas,Energy Institute Statistical Review,RUS
Turkmenistan,1987,13.154166666666665,billion cubic metres,gas,Energy Institute Statistical Review,TKM
Uzbekistan,1987,31.429363323500485,billion cubic metres,gas,Energy Institute Statistical Review,UZB
Iran,1987,11.391766947819491,billion cubic metres,gas,Energy Institute Statistical Review,IRN
Iraq,1987,3.5625,billion cubic metres,gas,Energy Institute Statistical Review,IRQ
Israel,1987,0.04283857320884189,billion cubic metres,gas,Energy Institute Statistical Review,ISR
Kuwait,1987,4.541,billion cubic metres,gas,Energy Institute Statistical Review,KWT
Oman,1987,2.1686925,billion cubic metres,gas,Energy Institute Statistical Review,OMN
Qatar,1987,5.806350000000001,billion cubic metres,gas,Energy Institute Statistical Review,QAT
Saudi Arabia,1987,25.46,billion cubic metres,gas,Energy Institute Statistical Review,SAU
United Arab Emirates,1987,13.6695,billion cubic metres,gas,Energy Institute Statistical Review,ARE
Algeria,1987,17.22875,billion cubic metres,gas,Energy Institute Statistical Review,DZA
Egypt,1987,6.0445,billion cubic metres,gas,Energy Institute Statistical Review,EGY
Morocco,1987,0.07207925099999998,billion cubic metres,gas,Energy Institute Statistical Review,MAR
South Africa,1987,0.19568146379670248,billion cubic metres,gas,Energy Institute Statistical Review,ZAF
Eastern Africa,1987,0.0001,billion cubic metres,gas,Energy Institute Statistical Review,
Middle Africa,1987,0.5396500000000001,billion cubic metres,gas,Energy Institute Statistical Review,
Western Africa,1987,2.8969,billion cubic metres,gas,Energy Institute Statistical Review,
Other Northern Africa,1987,5.360775,billion cubic metres,gas,Energy Institute Statistical Review,
Other Southern Africa,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
Australia,1987,14.9394590853119,billion cubic metres,gas,Energy Institute Statistical Review,AUS
Bangladesh,1987,3.4155926054249997,billion cubic metres,gas,Energy Institute Statistical Review,BGD
China,1987,13.999262536873152,billion cubic metres,gas,Energy Institute Statistical Review,CHN
China Hong Kong SAR,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,
India,1987,6.957700749999999,billion cubic metres,gas,Energy Institute Statistical Review,IND
Indonesia,1987,13.99685,billion cubic metres,gas,Energy Institute Statistical Review,IDN
Japan,1987,41.80454619925119,billion cubic metres,gas,Energy Institute Statistical Review,JPN
Malaysia,1987,7.148961000000002,billion cubic metres,gas,Energy Institute Statistical Review,MYS
New Zealand,1987,4.025542282672447,billion cubic metres,gas,Energy Institute Statistical Review,NZL
Pakistan,1987,8.458549999999999,billion cubic metres,gas,Energy Institute Statistical Review,PAK
Philippines,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,PHL
Singapore,1987,0.0,billion cubic metres,gas,Energy Institute Statistical Review,SGP
